words	interaction_word	label
"N and PROTX1 responsible for binding to "	"binding"	1
" and PROTX0 responsible for binding to "	"binding"	1
" exclusively a central region mediates binding to "	"binding"	1
" a C - terminal portion of the protein ,  and possibly also a central part ,  is involved in "	"involved"	1
" ,  which is expressed in Kelly cells only after stimulation with "	"stimulation"	1
" and PROTX2 is likely to be involved in PROTX1 /  "	"involved"	1
" ( PROTX1 )  and PROTX0 ,  as targets for "	"targets"	1
" acetylation ,  supporting the view that GK is part of a recognition motif for acetylation by "	"acetylation"	1
" acetylation ,  supporting the view that GK is part of a recognition motif for acetylation by PROTX0 /  "	"acetylation"	1
" /  "	""	1
" peptide ,  we show that PROTX2 was acetylated at Lys22 in vivo and that "	"acetylated"	1
" peptide ,  we show that PROTX1 was acetylated at Lys22 in vivo and that PROTX0 or "	"acetylated"	1
" ( PROTX1 )  ,  a novel PcG protein isolated in a yeast two - hybrid screen using human "	""	1
" and human PROTX0 ( PROTX0 )  can interact with PROTX2 ,  and we show here that PROTX0 also binds to "	"binds"	1
" (H PROTX1 )  can interact with PROTX2 ,  and we show here that PROTX0 also binds to "	"binds"	1
" also binds to "	"binds"	1
" C - box but ,  only partially on the RING finger of "	""	1
" interactions with PROTX2 are only observed in vivo with covalently modified forms of "	"modified"	1
" is a member of the PROTX0 family of transcription factors that interact functionally with "	"interact"	1
" /  "	""	1
" in the small intestine is mediated via regulation of "	"regulation"	1
" in the small intestine is mediated via regulation of PROTX0 /  "	"regulation"	1
" and "	""	1
" is required for proper assembly of "	"required"	1
" (ref. 6 )  display an early embryonic lethal phenotype that can be partly rescued by removing "	""	1
" (ref. 6 )  display an early embryonic lethal phenotype that can be partly rescued by removing PROTX0 and / or "	""	1
" assembly defects and elevated levels of PROTX0 ,  PROTX0 and PROTX0 represent tissue - specific responses to the absence of "	"elevated"	1
" ,  PROTX0 and PROTX0 represent tissue - specific responses to the absence of "	""	1
" and PROTX0 represent tissue - specific responses to the absence of "	""	1
" represent tissue - specific responses to the absence of "	""	1
" ,  that binds the carboxyl - terminal tail of "	"binds"	1
" determines its ability to bind to "	"bind"	1
" and mutation or deletion of the CaaX motif from the "	""	1
" tail domain inhibits "	"inhibits"	1
" to "	""	1
" in HeLa cells led to growth arrest at the G1 / S - phase transition ,  which correlated with its nuclear localization and the induction of endogenous "	"led"	1
" ,  a secretory "	""	1
" binds to PROTX2 with high affinity and strongly inhibits T lymphocyte apoptosis induced by sequential cross - linking of "	"binds"	1
" - Ig exhibits a binding affinity for "	"binding"	1
" structure is presently available ,  99 overlapping PROTX1 peptides were synthesized by the Spot method ,  which allowed the mapping of two "	""	1
" ,  which is expressed in response to "	"expressed"	1
" is associated with the decrease of "	"decrease"	1
" binds with various affinities on sites found in the "	"binds"	1
" participates in "	""	1
" ,  PROTX2 ,  and PROTX0 have suggested that the "	""	1
" ,  PROTX0 ,  and PROTX2 have suggested that the PROTX0 and "	""	1
" ,  and PROTX2 have suggested that the PROTX1 and "	""	1
" is necessary for Rac activation by the GEFD1; 2 )  the PH1 of PROTX1 targets the molecule to the cytoskeleton; 3 )  the GEFD1 domain of PROTX1 binds ,  in a two - hybrid screen ,  the actin binding protein "	"binds"	1
" to the cytoskeleton close to Rac and its effectors ,  probably via interaction with the actin - binding protein "	"interaction"	1
" and "	""	1
" into a ternary complex with "	"complex"	1
" accelerates the excision of 5' - terminal deoxyribose 5 - phosphate by "	""	1
" (retinoblastoma ,  acting through the "	"acting"	1
" binding to PROTX2 or ectopic expression of "	"expression"	1
" ,  that specifically interacted with the "	"interacted"	1
" ,  which harbours a basic region leucine zipper like domain ,  mediated interaction with the "	"interaction"	1
" specifically pulled down the "	""	1
" inhibited ligand - dependent "	"inhibited"	1
" inhibited ligand - dependent "	"inhibited"	1
" inhibited ligand - dependent PROTX0 -  "	"inhibited"	1
" -  "	""	1
" repressed binding of "	"repressed"	1
" repressed binding of "	"repressed"	1
" repressed binding of PROTX0 -  "	"repressed"	1
" -  "	""	1
" recruited "	"recruited"	1
" also was targeted at the "	"targeted"	1
" is a coregulator of "	""	1
" is a coregulator of "	""	1
" with "	""	1
" showed a concentration - dependent decrease in the active form of PROTX2 ,  suggesting that inhibition of cell growth by troglitazone may involve the "	"involve"	1
" and "	""	1
" ( PROTX2 )  and tumor necrosis factor receptor - 1 ( PROTX0 )  to intracellular cysteine proteases known as PROTX0 ,  which propagate and execute the programmed cell death - inducing signal triggered by PROTX2 ligand ( "	"inducing"	1
" ( PROTX2 )  and tumor necrosis factor receptor - 1 ( PROTX0 )  to intracellular cysteine proteases known as PROTX0 ,  which propagate and execute the programmed cell death - inducing signal triggered by PROTX2 ligand ( "	"inducing"	1
" ( PROTX2 )  and tumor necrosis factor receptor - 1 ( PROTX0 )  to intracellular cysteine proteases known as PROTX0 ,  which propagate and execute the programmed cell death - inducing signal triggered by PROTX2 ligand ( "	"inducing"	1
" ,  which propagate and execute the programmed cell death - inducing signal triggered by PROTX0 ligand ( "	"inducing"	1
" ,  which propagate and execute the programmed cell death - inducing signal triggered by PROTX0 ligand ( "	"inducing"	1
" ( PROTX1 )  and tumor necrosis factor receptor - 1 ( PROTX0 )  to intracellular cysteine proteases known as "	""	1
" ( PROTX1 )  and tumor necrosis factor receptor - 1 ( PROTX0 )  to intracellular cysteine proteases known as "	""	1
" recruitment to death receptor complexes at the plasma membrane by ,  for example ,  interaction with the PROTX1 receptor cytoplasmic death domain ( "	"complexes"	1
" recruitment to death receptor complexes at the plasma membrane by ,  for example ,  interaction with the PROTX0 receptor cytoplasmic death domain ( PROTX0 - DD )  ,  or binding of the PROTX0 adapter molecule "	"complexes"	1
" amino acids 171 - 230 are necessary for the "	""	1
" -  PROTX0 completes a set of six proteins that are sufficient to carry out excision repair ,  the human PROTX1 and "	""	1
" (Scully ,  R. ,  Chen ,  J. ,  Ochs ,  R.L. ,  Keegan ,  K. ,  Hoekstra ,  M. ,  Feunteun ,  J. ,  and Livingston ,  D.M. (1997 )  Cell 90 ,  425 - 435 )  ,  as well as genetic evidence (Moynahan ,  M.E. ,  Chiu ,  J.W. ,  Koller ,  B.H. ,  and Jasin ,  M. (1999 )  Mol. Cell 4 ,  511 - 518 and Snouwaert ,  J.N. ,  Gowen ,  L.C. ,  Latour ,  A.M. ,  Mohn ,  A.R. ,  Xiao ,  A. ,  DiBiase ,  L. ,  and Koller ,  B.H. (1999 )  Oncogene 18 ,  7900 - 7907 )  ,  demonstrates that "	""	1
"( -  /  -  )  mutant mouse ES cell lines indicate that PROTX1 promotes assembly of subnuclear "	"promotes"	1
" contributes to damage repair and / or tolerance by promoting assembly of "	"contributes"	1
" reached a plateau level in less than 24 hours ,  was inhibited by cycloheximide ,  and required the presence of Hr "	"required"	1
" caused secretion of "	"caused"	1
" - binding site on "	"binding"	1
" - binding site on PROTX0 (ST4 )  and against "	"binding"	1
" ,  the natural ligand of "	"ligand"	1
" ,  and by suramin ,  a G protein inhibitor that binds with a high affinity to the V3 loop of HIV - 1 "	"binds"	1
" - binding on "	"binding"	1
" activity was not due to degradation of PROTX1 ,  PROTX0 or A ,  nor impairment of PROTX1 complex formation with "	"complex"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in "	"inhibitor"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in PROTX0 /  PROTX1 or "	"inhibitor"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in "	"inhibitor"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in PROTX0 /  PROTX1 or "	"inhibitor"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in "	"inhibitor"	1
" activity occurred in the absence of induction and recruitment of cdk inhibitor p21(Cip1 )  or p27(Kip1 )  in PROTX0 /  PROTX1 or "	"inhibitor"	1
" recruitment ,  and decreased PROTX0 contents in "	"decreased"	1
" contents in "	""	1
" )  binding to the kinase domain receptor ( "	"binding"	1
" )  binding to the kinase domain receptor ( PROTX0 or "	"binding"	1
" or "	""	1
" plays an important role in tumor angiogenesis ,  we sought to identify peptides able to block the "	"block"	1
" binding to cell - displayed "	"binding"	1
" as bait ,  enabled us to isolate "	""	1
" /  "	""	1
" /  PROTX0 and Sp1 bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" and Sp1 bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" / DP - 1 and PROTX0 bound to adjacent consensus sites at  - 151 to  - 138 bp of the PROTX0 promoter DNA sequence in a complex stabilized by tumor suppressor protein "	"complex"	1
" / DP - 1 and PROTX0 bound to adjacent consensus sites at  - 151 to  - 138 bp of the PROTX0 promoter DNA sequence in a complex stabilized by tumor suppressor protein "	"complex"	1
" bound to adjacent consensus sites at  - 151 to  - 138 bp of the PROTX0 promoter DNA sequence in a complex stabilized by tumor suppressor protein "	"complex"	1
" promoter DNA sequence in a complex stabilized by tumor suppressor protein "	"stabilized"	1
" promoter DNA sequence in a complex stabilized by tumor suppressor protein "	"stabilized"	1
" / DP - 1 and "	""	1
" / DP - 1 and PROTX0 bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" / DP - 1 and PROTX0 bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" / DP - 1 and PROTX0 bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" bound to adjacent consensus sites at  - 151 to  - 138 bp of the "	"bound"	1
" also bound directly to DNA to a "	"bound"	1
" ,  previously identified as a transcriptional regulator of "	"regulator"	1
" expression ,  inhibited "	"inhibited"	1
" expression ,  inhibited PROTX0 /  "	"inhibited"	1
" and PROTX2 is observed between PROTX2 -  and "	""	1
" - induced enhanced prolif PROTX2ation of PROTX2 -  human breast canc "	"induced"	1
" and inhibited by anti -  PROTX0 antibody ( PROTX0 - Ab )  ,  thus qualifying PROTX1 as a "	"inhibited"	1
" and inhibited by anti -  PROTX2 antibody ( "	"inhibited"	1
" in PROTX0 -  cells is elevated by PROTX0 and inhibited by anti -  PROTX2 antibody ( "	"inhibited"	1
" antibody ( PROTX1 - Ab )  ,  thus qualifying PROTX0 as a "	""	1
" transactivates the cell - cycle regulatory protein ,  "	"transactivates"	1
" ,  which causes increased phosphorylation of "	"causes"	1
" by "	""	1
" inhibitor ,  blocked "	"inhibitor"	1
" inhibitors are potentially novel low molecular weight therapeutic agents for treatment of "	"inhibitors"	1
" /  "	""	1
" /  PROTX0](n )  )  of X4 HIV - 1 isolates is involved in both infected and uninfected cell death via its interaction with cellular receptors "	"involved"	1
"](n )  )  of X4 HIV - 1 isolates is involved in both infected and uninfected cell death via its interaction with cellular receptors "	"involved"	1
" /  "	""	1
" /  PROTX0](n )  )  of X4 HIV - 1 isolates is involved in both infected and uninfected cell death via its interaction with cellular receptors PROTX0 and "	"involved"	1
"](n )  )  of X4 HIV - 1 isolates is involved in both infected and uninfected cell death via its interaction with cellular receptors PROTX0 and "	"involved"	1
" receptors by the agonist stromal derived factor ( "	"derived"	1
" ( PROTX1 )  binding to its cell surface receptor in lymphocytes ,  "	"binding"	1
" inhibits PROTX0 ( PROTX0 )  binding to its cell surface receptor in lymphocytes ,  PROTX0 ,  by a mechanism that does not require the PROTX1 -  "	"inhibits"	1
" inhibits PROTX2 ( "	"inhibits"	1
" inhibits PROTX0 ( PROTX0 )  binding to its cell surface receptor in lymphocytes ,  "	"inhibits"	1
" ( PROTX1 )  binding to its cell surface receptor in lymphocytes ,  "	"binding"	1
" binding to murine clones stably expressing human "	"binding"	1
" and viral particles from the X4 HIV - 1 isolate IIIB inhibited the binding of "	"inhibited"	1
" and viral particles from the X4 HIV - 1 isolate IIIB inhibited the binding of PROTX0 to wild - type or catalytically inactive forms of "	"inhibited"	1
" to wild - type or catalytically inactive forms of "	""	1
" - mediated inhibition of PROTX0 binding to human PROTX0 was completely dependent on the expression of human "	"expression"	1
